positive, negative, cool, BID, funny, stars, date,type,useful
8,3,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2008-11-22, review, 0, 
10,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2009-02-21, review, 2, 
0,3,1, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2009-03-02, review, 0, 
4,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2009-05-25, review, 1, 
17,6,3, z4cCguoHdU48pj6sXMIzqg, 2, 4, 2009-07-20, review, 3, 
4,3,0, z4cCguoHdU48pj6sXMIzqg, 0, 4, 2009-08-07, review, 0, 
1,3,1, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2009-08-12, review, 1, 
5,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2009-11-11, review, 0, 
12,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2009-12-09, review, 0, 
2,5,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2009-12-19, review, 2, 
0,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2009-12-31, review, 0, 
7,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2010-07-05, review, 2, 
1,3,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2010-07-26, review, 0, 
3,4,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2010-08-09, review, 0, 
5,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 5, 2010-08-24, review, 1, 
5,4,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2010-09-03, review, 0, 
7,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2011-01-01, review, 0, 
8,9,2, z4cCguoHdU48pj6sXMIzqg, 3, 1, 2011-03-31, review, 4, 
16,14,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2011-04-27, review, 0, 
1,3,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2011-05-10, review, 2, 
0,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2011-05-28, review, 0, 
4,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2011-05-29, review, 1, 
5,2,0, z4cCguoHdU48pj6sXMIzqg, 1, 2, 2011-07-18, review, 2, 
4,6,0, z4cCguoHdU48pj6sXMIzqg, 1, 1, 2011-08-26, review, 1, 
9,5,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2011-11-06, review, 0, 
13,5,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2011-12-08, review, 0, 
1,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2012-01-07, review, 0, 
1,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2012-02-26, review, 0, 
3,6,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2012-03-16, review, 0, 
0,1,0, z4cCguoHdU48pj6sXMIzqg, 1, 1, 2012-05-15, review, 3, 
1,1,1, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2012-07-20, review, 3, 
8,4,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2012-07-29, review, 2, 
1,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2012-08-14, review, 1, 
11,4,1, z4cCguoHdU48pj6sXMIzqg, 0, 5, 2012-08-18, review, 0, 
5,4,1, z4cCguoHdU48pj6sXMIzqg, 2, 1, 2012-10-25, review, 2, 
5,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2012-12-08, review, 0, 
2,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2012-12-18, review, 0, 
12,1,1, z4cCguoHdU48pj6sXMIzqg, 1, 2, 2013-01-27, review, 1, 
6,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 5, 2013-01-27, review, 0, 
4,0,1, z4cCguoHdU48pj6sXMIzqg, 1, 4, 2013-02-06, review, 1, 
2,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 5, 2013-02-09, review, 0, 
7,4,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2013-02-12, review, 0, 
1,0,0, z4cCguoHdU48pj6sXMIzqg, 1, 4, 2013-02-14, review, 1, 
5,0,0, z4cCguoHdU48pj6sXMIzqg, 1, 3, 2013-03-13, review, 0, 
6,1,2, z4cCguoHdU48pj6sXMIzqg, 1, 3, 2013-04-30, review, 2, 
3,4,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2013-05-29, review, 1, 
5,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2013-06-24, review, 0, 
5,3,1, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2013-12-01, review, 3, 
4,9,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2014-01-31, review, 0, 
1,0,1, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2014-02-06, review, 0, 
2,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2014-03-10, review, 0, 
3,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 5, 2014-03-13, review, 1, 
3,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 4, 2014-03-26, review, 1, 
3,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2014-03-29, review, 0, 
4,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2014-05-06, review, 2, 
5,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2014-05-06, review, 2, 
3,5,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2014-05-15, review, 0, 
1,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2014-06-19, review, 0, 
3,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 5, 2014-07-21, review, 0, 
2,0,1, z4cCguoHdU48pj6sXMIzqg, 0, 5, 2014-08-07, review, 1, 
5,3,0, z4cCguoHdU48pj6sXMIzqg, 0, 5, 2014-08-09, review, 0, 
5,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2014-09-21, review, 0, 
2,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 1, 2014-10-26, review, 0, 
3,3,0, z4cCguoHdU48pj6sXMIzqg, 0, 2, 2014-11-02, review, 0, 
8,4,2, imzKM9-mgN1Yk_RIXx3IgA, 2, 4, 2009-01-21, review, 3, 
3,2,0, imzKM9-mgN1Yk_RIXx3IgA, 0, 1, 2012-03-13, review, 0, 
1,1,0, imzKM9-mgN1Yk_RIXx3IgA, 1, 4, 2012-03-17, review, 1, 
1,1,1, imzKM9-mgN1Yk_RIXx3IgA, 0, 4, 2012-03-27, review, 1, 
3,0,2, imzKM9-mgN1Yk_RIXx3IgA, 2, 5, 2013-03-09, review, 2, 
0,0,0, imzKM9-mgN1Yk_RIXx3IgA, 0, 1, 2013-04-24, review, 0, 
0,0,0, imzKM9-mgN1Yk_RIXx3IgA, 0, 4, 2013-10-26, review, 0, 
2,0,0, imzKM9-mgN1Yk_RIXx3IgA, 1, 5, 2013-11-08, review, 1, 
5,5,1, imzKM9-mgN1Yk_RIXx3IgA, 0, 4, 2014-04-15, review, 0, 
17,0,0, imzKM9-mgN1Yk_RIXx3IgA, 0, 4, 2014-05-01, review, 0, 
2,0,1, imzKM9-mgN1Yk_RIXx3IgA, 0, 4, 2014-05-07, review, 0, 
2,1,0, imzKM9-mgN1Yk_RIXx3IgA, 0, 1, 2014-07-18, review, 0, 
2,0,0, imzKM9-mgN1Yk_RIXx3IgA, 0, 4, 2014-09-03, review, 2, 
2,2,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 3, 2008-07-19, review, 1, 
35,7,1, 9D4PMia-8WqCYXnr7TM0Pw, 0, 4, 2009-07-12, review, 3, 
3,1,6, 9D4PMia-8WqCYXnr7TM0Pw, 6, 3, 2011-06-07, review, 5, 
11,2,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 4, 2011-06-20, review, 0, 
4,1,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 5, 2012-04-08, review, 1, 
11,1,1, 9D4PMia-8WqCYXnr7TM0Pw, 0, 5, 2012-04-25, review, 0, 
0,0,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 5, 2013-01-06, review, 0, 
4,0,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 5, 2013-03-06, review, 0, 
2,0,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 4, 2013-04-24, review, 0, 
3,1,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 5, 2013-05-23, review, 0, 
4,1,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 4, 2013-06-15, review, 0, 
1,1,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 4, 2013-08-31, review, 0, 
7,0,1, 9D4PMia-8WqCYXnr7TM0Pw, 0, 5, 2014-01-15, review, 2, 
5,2,1, 9D4PMia-8WqCYXnr7TM0Pw, 0, 5, 2014-04-02, review, 0, 
4,0,1, 9D4PMia-8WqCYXnr7TM0Pw, 0, 5, 2014-10-09, review, 1, 
3,1,0, 9D4PMia-8WqCYXnr7TM0Pw, 0, 4, 2014-10-27, review, 0, 
0,2,1, 4LcFKTr6Ah87VcxW2z5e6w, 0, 2, 2014-04-19, review, 0, 
1,3,0, 4LcFKTr6Ah87VcxW2z5e6w, 0, 2, 2014-11-20, review, 0, 
1,3,0, 4LcFKTr6Ah87VcxW2z5e6w, 0, 2, 2014-12-08, review, 0, 
5,1,1, buVALudg30kgkDusqB3yJw, 0, 5, 2009-01-21, review, 2, 
4,1,1, buVALudg30kgkDusqB3yJw, 0, 4, 2009-08-17, review, 1, 
1,0,0, buVALudg30kgkDusqB3yJw, 0, 2, 2010-03-02, review, 1, 
2,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2010-05-02, review, 2, 
9,3,1, buVALudg30kgkDusqB3yJw, 1, 5, 2010-05-03, review, 2, 
1,0,1, buVALudg30kgkDusqB3yJw, 0, 5, 2010-05-13, review, 1, 
0,0,0, buVALudg30kgkDusqB3yJw, 0, 4, 2010-06-22, review, 0, 
1,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2010-07-27, review, 0, 
2,3,0, buVALudg30kgkDusqB3yJw, 0, 2, 2010-08-05, review, 0, 
10,4,0, buVALudg30kgkDusqB3yJw, 0, 3, 2010-10-17, review, 1, 
5,3,0, buVALudg30kgkDusqB3yJw, 0, 4, 2010-12-06, review, 0, 
6,1,0, buVALudg30kgkDusqB3yJw, 0, 4, 2011-01-05, review, 2, 
4,2,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-01-10, review, 1, 
1,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-02-06, review, 1, 
3,1,0, buVALudg30kgkDusqB3yJw, 0, 4, 2011-02-22, review, 0, 
2,1,4, buVALudg30kgkDusqB3yJw, 2, 4, 2011-02-23, review, 6, 
6,4,1, buVALudg30kgkDusqB3yJw, 5, 5, 2011-03-02, review, 3, 
3,2,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-03-05, review, 0, 
7,5,2, buVALudg30kgkDusqB3yJw, 1, 3, 2011-03-30, review, 4, 
2,1,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-04-05, review, 1, 
2,1,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-06-02, review, 0, 
12,7,2, buVALudg30kgkDusqB3yJw, 0, 4, 2011-06-20, review, 3, 
5,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-07-26, review, 1, 
1,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-07-31, review, 0, 
16,6,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-09-02, review, 2, 
2,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-11-02, review, 2, 
2,1,1, buVALudg30kgkDusqB3yJw, 0, 4, 2011-11-02, review, 1, 
5,3,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-11-19, review, 1, 
8,2,0, buVALudg30kgkDusqB3yJw, 0, 4, 2011-11-20, review, 1, 
4,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2011-12-25, review, 0, 
3,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2012-01-09, review, 0, 
3,1,0, buVALudg30kgkDusqB3yJw, 0, 5, 2012-01-25, review, 1, 
15,2,0, buVALudg30kgkDusqB3yJw, 0, 5, 2012-02-02, review, 1, 
0,1,1, buVALudg30kgkDusqB3yJw, 1, 4, 2012-02-13, review, 2, 
4,0,0, buVALudg30kgkDusqB3yJw, 0, 4, 2012-03-02, review, 1, 
2,1,1, buVALudg30kgkDusqB3yJw, 0, 4, 2012-04-02, review, 3, 
1,2,0, buVALudg30kgkDusqB3yJw, 0, 1, 2012-05-05, review, 0, 
20,7,1, buVALudg30kgkDusqB3yJw, 1, 5, 2012-05-16, review, 1, 
3,1,0, buVALudg30kgkDusqB3yJw, 0, 5, 2012-06-02, review, 0, 
4,1,0, buVALudg30kgkDusqB3yJw, 0, 5, 2012-06-04, review, 0, 
7,3,0, buVALudg30kgkDusqB3yJw, 0, 5, 2012-06-24, review, 2, 
0,1,0, buVALudg30kgkDusqB3yJw, 0, 4, 2012-06-25, review, 0, 
3,1,0, buVALudg30kgkDusqB3yJw, 0, 5, 2012-07-27, review, 0, 
3,1,0, buVALudg30kgkDusqB3yJw, 0, 4, 2012-07-28, review, 0, 
4,0,0, buVALudg30kgkDusqB3yJw, 0, 4, 2012-08-21, review, 0, 
1,0,2, buVALudg30kgkDusqB3yJw, 1, 5, 2012-09-10, review, 3, 
4,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2012-10-22, review, 0, 
5,1,0, buVALudg30kgkDusqB3yJw, 0, 5, 2012-12-13, review, 0, 
13,2,0, buVALudg30kgkDusqB3yJw, 0, 4, 2013-01-04, review, 0, 
0,1,0, buVALudg30kgkDusqB3yJw, 0, 5, 2013-01-07, review, 0, 
3,0,0, buVALudg30kgkDusqB3yJw, 1, 3, 2013-01-19, review, 0, 
3,3,1, buVALudg30kgkDusqB3yJw, 0, 4, 2013-01-23, review, 5, 
8,0,0, buVALudg30kgkDusqB3yJw, 0, 4, 2013-02-02, review, 0, 
1,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2013-02-13, review, 1, 
2,0,1, buVALudg30kgkDusqB3yJw, 0, 5, 2013-03-06, review, 1, 
3,1,0, buVALudg30kgkDusqB3yJw, 0, 4, 2013-06-20, review, 0, 
0,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2013-06-21, review, 0, 
1,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2013-07-20, review, 0, 
2,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2013-08-11, review, 0, 
10,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2013-08-12, review, 2, 
4,0,0, buVALudg30kgkDusqB3yJw, 0, 4, 2013-08-31, review, 0, 
11,1,6, buVALudg30kgkDusqB3yJw, 5, 4, 2013-10-16, review, 8, 
4,0,1, buVALudg30kgkDusqB3yJw, 0, 4, 2013-12-20, review, 2, 
8,2,4, buVALudg30kgkDusqB3yJw, 1, 4, 2013-12-28, review, 8, 
2,1,1, buVALudg30kgkDusqB3yJw, 0, 5, 2014-01-22, review, 0, 
1,4,0, buVALudg30kgkDusqB3yJw, 1, 3, 2014-02-20, review, 1, 
4,0,0, buVALudg30kgkDusqB3yJw, 0, 4, 2014-03-13, review, 0, 
1,5,0, buVALudg30kgkDusqB3yJw, 0, 1, 2014-04-02, review, 0, 
3,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2014-05-04, review, 0, 
5,0,1, buVALudg30kgkDusqB3yJw, 0, 5, 2014-05-30, review, 1, 
0,0,0, buVALudg30kgkDusqB3yJw, 0, 4, 2014-06-06, review, 1, 
3,1,0, buVALudg30kgkDusqB3yJw, 0, 4, 2014-09-13, review, 0, 
5,12,0, buVALudg30kgkDusqB3yJw, 0, 2, 2014-09-14, review, 0, 
6,5,0, buVALudg30kgkDusqB3yJw, 0, 2, 2014-09-16, review, 0, 
1,6,0, buVALudg30kgkDusqB3yJw, 0, 2, 2014-11-29, review, 0, 
8,0,0, buVALudg30kgkDusqB3yJw, 0, 5, 2015-01-05, review, 0, 
4,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2007-06-24, review, 1, 
6,5,0, wHi8ODv7TGmeUB02XoX-mA, 2, 5, 2007-07-27, review, 6, 
20,4,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2008-04-27, review, 1, 
3,3,1, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2008-06-29, review, 1, 
5,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2009-02-14, review, 0, 
3,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2009-07-06, review, 0, 
4,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2009-07-19, review, 0, 
3,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2009-07-27, review, 1, 
5,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2009-08-26, review, 0, 
2,3,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2009-11-22, review, 1, 
7,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2010-02-14, review, 1, 
0,3,0, wHi8ODv7TGmeUB02XoX-mA, 1, 1, 2010-03-23, review, 2, 
4,0,0, wHi8ODv7TGmeUB02XoX-mA, 6, 2, 2010-05-11, review, 3, 
1,2,0, wHi8ODv7TGmeUB02XoX-mA, 2, 1, 2010-05-30, review, 5, 
4,5,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2010-07-07, review, 0, 
0,1,1, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2010-07-11, review, 2, 
0,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2010-08-13, review, 0, 
5,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2010-10-11, review, 0, 
7,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2011-02-11, review, 0, 
7,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2011-03-23, review, 1, 
1,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2011-04-21, review, 0, 
6,5,1, wHi8ODv7TGmeUB02XoX-mA, 1, 1, 2011-05-01, review, 2, 
3,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2011-06-02, review, 0, 
4,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2011-06-22, review, 0, 
13,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2011-08-15, review, 0, 
2,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2011-08-15, review, 0, 
2,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2011-09-03, review, 0, 
5,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2011-09-06, review, 3, 
2,7,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2011-10-11, review, 0, 
0,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2011-10-12, review, 1, 
3,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2011-10-17, review, 0, 
12,1,1, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2011-10-25, review, 3, 
5,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2011-11-30, review, 0, 
0,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2012-03-01, review, 0, 
1,1,2, wHi8ODv7TGmeUB02XoX-mA, 3, 1, 2012-03-21, review, 7, 
5,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2012-03-23, review, 0, 
2,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2012-04-17, review, 0, 
1,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2012-05-04, review, 0, 
3,3,5, wHi8ODv7TGmeUB02XoX-mA, 7, 1, 2012-05-04, review, 14, 
5,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2012-05-16, review, 0, 
0,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2012-06-18, review, 0, 
4,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2012-06-24, review, 1, 
2,4,0, wHi8ODv7TGmeUB02XoX-mA, 1, 1, 2012-06-28, review, 0, 
1,1,3, wHi8ODv7TGmeUB02XoX-mA, 2, 1, 2012-07-11, review, 2, 
19,7,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2012-07-16, review, 1, 
4,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2012-08-24, review, 0, 
6,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2012-09-16, review, 0, 
2,1,1, wHi8ODv7TGmeUB02XoX-mA, 1, 4, 2012-12-02, review, 1, 
4,1,0, wHi8ODv7TGmeUB02XoX-mA, 4, 1, 2012-12-14, review, 3, 
0,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2012-12-18, review, 0, 
3,0,1, wHi8ODv7TGmeUB02XoX-mA, 1, 5, 2012-12-21, review, 1, 
0,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2013-01-05, review, 0, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2013-02-13, review, 0, 
2,1,2, wHi8ODv7TGmeUB02XoX-mA, 2, 3, 2013-02-21, review, 3, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2013-02-23, review, 0, 
2,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2013-02-27, review, 0, 
0,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2013-03-16, review, 0, 
3,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2013-04-14, review, 1, 
4,1,1, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2013-04-15, review, 1, 
5,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2013-05-13, review, 0, 
3,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2013-05-31, review, 1, 
0,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2013-06-20, review, 0, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2013-07-14, review, 0, 
3,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2013-07-28, review, 0, 
6,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2013-07-29, review, 1, 
2,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2013-07-29, review, 0, 
2,6,2, wHi8ODv7TGmeUB02XoX-mA, 1, 1, 2013-07-31, review, 8, 
17,2,2, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2013-08-01, review, 2, 
0,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2013-08-16, review, 0, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2013-08-19, review, 0, 
2,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2013-08-28, review, 0, 
4,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2013-08-31, review, 0, 
3,10,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2013-09-01, review, 1, 
5,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2013-09-05, review, 1, 
1,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2013-10-03, review, 0, 
2,7,1, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2013-10-13, review, 1, 
6,4,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2013-10-18, review, 0, 
4,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2013-10-25, review, 0, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2013-10-31, review, 0, 
8,5,0, wHi8ODv7TGmeUB02XoX-mA, 1, 2, 2013-11-08, review, 1, 
4,5,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2013-11-22, review, 3, 
4,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2013-11-26, review, 0, 
1,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2013-11-29, review, 0, 
3,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2013-12-16, review, 0, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2013-12-20, review, 0, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2013-12-26, review, 1, 
5,4,1, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2014-01-11, review, 1, 
3,3,1, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2014-02-07, review, 2, 
3,2,1, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2014-02-08, review, 0, 
4,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2014-03-03, review, 0, 
3,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2014-04-05, review, 0, 
7,3,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2014-04-26, review, 0, 
3,1,2, wHi8ODv7TGmeUB02XoX-mA, 1, 1, 2014-05-06, review, 3, 
1,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2014-05-20, review, 2, 
5,0,0, wHi8ODv7TGmeUB02XoX-mA, 1, 5, 2014-05-25, review, 0, 
0,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2014-07-04, review, 0, 
2,5,1, wHi8ODv7TGmeUB02XoX-mA, 1, 1, 2014-07-06, review, 2, 
13,5,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2014-07-07, review, 1, 
5,9,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2014-07-15, review, 1, 
1,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2014-07-16, review, 0, 
4,4,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2014-07-20, review, 0, 
11,7,0, wHi8ODv7TGmeUB02XoX-mA, 1, 3, 2014-07-21, review, 1, 
1,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2014-07-22, review, 0, 
2,5,1, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2014-07-23, review, 0, 
5,4,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2014-07-31, review, 0, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2014-08-02, review, 0, 
5,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2014-08-04, review, 0, 
4,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2014-09-02, review, 0, 
2,4,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2014-09-07, review, 0, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2014-09-13, review, 0, 
5,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2014-09-28, review, 0, 
1,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 5, 2014-09-30, review, 0, 
1,4,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2014-10-07, review, 0, 
2,3,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2014-11-17, review, 0, 
3,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2014-11-17, review, 0, 
6,1,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2014-11-30, review, 0, 
12,6,1, wHi8ODv7TGmeUB02XoX-mA, 1, 3, 2014-12-14, review, 1, 
8,4,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2014-12-15, review, 0, 
1,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2014-12-21, review, 0, 
